"Model","Scenario","Region","Variable","Unit","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"WITCH 5.0","EN_NPi2020_400f","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54465.67796320264,54622.55107864652,54779.150876571024,54935.47736562476,55091.53054551573,50662.99218638442,46238.86594708846,41819.15184431438,37403.84985775767,32992.96000188025,31685.08871446186,30378.50829729539,29073.218750371005,27769.220083110875,26466.512291717103,25488.44047581484,24511.4342614095,23535.49364330155,22560.618626964693,21586.80920660523,20969.748152206863,20353.34805725682,19737.60893165784,19122.530788001,18508.11360069969,17768.512356999396,17029.695264184138,16291.662302486347,15554.413484149596,14817.948806250408,14183.434992834276,13549.566182742496,12916.342366311806,12283.763552221377,11651.829732822174,11147.93663554768,10644.52748616697,10141.602288800435,9639.161040681664,9137.20374142612,8638.12310057987,8139.512211869848,7641.371076305448,7143.699698208426,6646.498071252835,6283.133956916895,5920.180934252236,5557.639002962246,5195.508163699767,4833.788412969337,4387.2908564414165,3941.3627891895294,3496.00421568579,3051.21513004313,2606.99553642622,2051.9648267718994,1497.5966754559397,943.8910881095296,390.84805955689984,-161.5324070549098,-585.3230684530294,-1008.66276770408,-1431.55150252025,-1853.9892754293105,-2275.976086698889,-2547.65711245838,-2819.3433726685307,-3091.034866825741,-3362.73159016309,-3634.43355018028,-3950.07430225449,-4265.71786374873,-4581.364233772591,-4897.013413289471,-5212.665402309381,-5495.207932083631,-5777.75105312529,-6060.294768321961,-6342.839080333509,-6625.38398398216,-6936.416461689041,-7247.44672358646,-7558.474749361789,-7869.500558682601,-8180.52413219657
"WITCH-GLOBIOM 3.1","SSP1-19","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54115.396941079576,53922.21044387041,53728.97206410707,53535.681784272565,53342.33961521346,50026.42846576638,46712.70356510319,43401.164918993454,40091.81252544267,36784.64639381637,33485.40696919512,30188.35290317724,26893.48421506056,23600.8008962477,20310.30295806465,19876.51726435699,19442.99778632593,19009.74453294989,18576.75748928567,18144.03666501487,17711.573211951712,17279.37455063379,16847.44067825069,16415.77159431283,15984.36730270419,15433.62629128485,14883.25542633473,14333.25469751033,13783.62411565433,13234.36367155255,12685.72803248311,12137.46344016471,11589.56989132945,11042.04738615005,10494.89592622505,10010.70199360601,9526.82705913633,9043.27111677141,8560.03417256825,8077.11622411625,7594.83034854305,7112.86545174823,6631.22152659397,6149.89858004119,5668.896608248469,5282.52721938421,4896.4279253432605,4510.59872029786,4125.03960407155,3739.750578207569,3354.7903852337,2970.10091648944,2585.682174949851,2201.5341612487505,1817.65687648626,1437.3788367230206,1057.4219448483502,677.78620774668,298.47161937510054,-80.52181797106986,-459.2283934549601,-837.6141440775805,-1215.67907469085,-1593.4231799984595,-1970.84646107322,-2202.8738045043096,-2434.9036194934,-2666.935902067359,-2898.97065597415,-3131.007876516,-3362.946001614959,-3594.885573636191,-3826.8265882023993,-4058.769049402141,-4290.712957733269,-4358.13968054114,-4425.56648919293,-4492.993386110649,-4560.420367074679,-4627.84743437085,-4695.090962699841,-4762.332829853511,-4829.573029689461,-4896.811565286789,-4964.048435156711
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54566.06692748139,54823.6573268454,55081.30273354619,55339.003166212206,55596.75861660099,52062.785232301685,48527.54135964604,44991.0269786903,41453.24209372483,37914.18670503574,34759.01581918822,31603.57957598892,28447.87797296444,25291.911002628138,22135.67868211408,19765.60063429522,17395.44877726934,15025.22310472696,12654.92361501635,10284.55030679501,9043.84401942251,7803.3135883526,6562.9590190034405,5322.78030703113,4082.7774561985902,3428.89260149796,2774.8398766782298,2120.6192854954697,1466.2308272046796,811.6745025879903,656.2818565437096,500.8822940505804,345.47581559391006,190.0624216686892,34.642107993009176,-48.52142241879951,-131.7586325121092,-215.0695210891297,-298.4540878890207,-381.91233283094056,-421.3468302195696,-460.7701799807307,-500.18238502942006,-539.5834463269899,-578.9733610402913,-582.55883066107,-586.1699571739684,-589.8067375118314,-593.4691744801805,-597.1572665295786,-600.8249805518101,-604.5178504419807,-608.2358762394005,-611.9790553612498,-615.7473875787205,-568.3415547354,-520.9903958997091,-473.69391965475074,-426.4521184905103,-379.2649951573292,-332.1052294319705,-284.99985941763003,-237.9488866912197,-190.9523098938106,-144.01012977778956,-182.4164046053401,-220.82440214074,-259.23412336651967,-297.64556630494945,-336.05873198346,-374.5101449219905,-412.9636389093805,-451.4192138790998,-489.8768699107906,-528.3366069631301,-527.1371271346902,-525.9388386801296,-524.74174167643,-523.5458360847101,-522.3511218677497,-521.1575980003101,-519.9652655644704,-518.77412446617,-517.5841748039604,-516.3954165797097
"WITCH 5.0","EN_NPi2020_450f","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54465.67796320264,54622.55107864652,54779.150876571024,54935.47736562476,55091.53054551573,50752.08743560822,46416.94702792965,42086.10932115864,37759.57432420295,33437.34202029431,32142.96826739732,30849.869263379725,29558.044999546088,28267.495494029376,26978.22072180389,26032.152036520474,25087.11795982766,24143.11848798103,23200.15363779653,22258.22339654347,21684.740593321145,21111.8577032755,20539.574738896463,19967.891677703494,19396.808529441805,18641.163063167856,17886.321221570975,17132.283014881246,16379.04843264186,15626.617495632066,14975.33828661532,14324.723792496256,13674.774011986645,13025.488946132396,12376.868592147515,11864.55552652956,11352.73581982681,10841.409471554858,10330.576485081485,9820.236858793322,9328.764126971351,8837.76389645485,8347.236164368029,7857.180930803006,7367.598196678675,6979.102606984236,6591.050628254255,6203.442261065086,5816.277507823606,5429.556368319936,5001.582483111216,4574.119531962529,4147.16751545419,3720.7264335747295,3294.7962879302195,2782.6852262419,2271.17901747494,1760.2776591005302,1249.9811535568997,740.2894956500902,272.70278639677053,-194.3518480702808,-660.8744076306502,-1126.8648858041097,-1592.3232925808904,-1880.9626290108208,-2169.6071271837104,-2458.2567843303405,-2746.911597383229,-3035.5715724586603,-3346.992663717451,-3658.4166323755503,-3969.8434850271706,-4281.273219870911,-4592.70583365618,-4876.78423647343,-5160.863228226889,-5444.94280900176,-5729.022978655509,-6013.10374014456,-6329.484133300241,-6645.862316895862,-6962.238276446989,-7278.612028831201,-7594.98355470857
"REMIND-MAgPIE 1.5","SSP2-19","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54771.24392713193,55233.49606388597,55695.2879641671,56156.61962079605,56617.49105101078,55008.682852629965,53400.65418915434,51793.40506084528,50186.93546016307,48581.24538726248,46980.394543557246,45380.37994005421,43781.20157524638,42182.85945629163,40585.35357042869,38161.08694393973,35738.44110606602,33317.41606655566,30898.011815650763,28480.22835063838,26065.97222873385,23653.35839881196,21242.38687080668,18833.057628924376,16425.370684994825,14786.7473465062,13149.041795690046,11512.25402977433,9876.384050300916,8241.431850291472,6607.521741730176,4974.530933057661,3342.4594253892665,1711.307221509211,81.07432063085598,-268.17168918168176,-617.1868881087169,-965.9712789044823,-1314.5248643532996,-1662.8476445866554,-2010.667137945553,-2358.253447435009,-2705.606583025286,-3052.726537488792,-3399.61331807756,-3605.2235023765193,-3810.7615515839,-4016.22747308476,-4221.621256788101,-4426.942915474192,-4632.14639969881,-4837.27724820308,-5042.33546815179,-5247.321049585631,-5452.233995353601,-5560.098568249779,-5667.903176730689,-5775.64782607292,-5883.332509206191,-5990.957235069812,-6098.494680646149,-6205.971885429811,-6313.388836494099,-6420.745556702091,-6528.04203055527,-6522.22078210923,-6516.4012463748295,-6510.583443332431,-6504.767352983261,-6498.952995371988,-6493.176875055131,-6487.402845734431,-6481.63088752426,-6475.861020254861,-6470.093224010599,-6600.605135052142,-6731.11822745985,-6861.632521293221,-6992.147996559779,-7122.66467322869,-7253.182530209632,-7383.70158858514,-7514.22183837951,-7644.743269577911,-7775.26590214948
"WITCH-GLOBIOM 4.4","CD-LINKS_NPi2020_400","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,55024.11671714996,55739.23108224296,56453.87465191741,57168.04741631428,57881.74937702336,53228.04153893658,48577.67537463819,43930.65086447074,39286.96801972866,34646.626840343546,32352.38066899959,30059.416503323413,27767.73433589093,25477.33417967127,23188.216016228813,22177.86478937897,21168.101357201504,20158.92571278309,19150.33786342156,18142.33779841198,17397.45398682741,16653.003918305712,15908.987593491604,15165.405013685566,14422.256179031618,13702.975961055014,12984.1142832747,12265.671148605408,11547.646553085144,10830.04050098447,10270.32807864744,9710.932885202445,9151.85491812672,8593.094181826928,8034.650670863435,7536.813007101266,7039.215655426357,6541.858617626079,6044.74189609449,5547.865485319161,5051.542464071104,4555.461738633354,4059.623305410365,3564.027164652656,3068.673318043978,2703.543165459668,2338.624859266378,1973.918397509028,1609.4237855713486,1245.1410204325189,881.128838923109,517.3291436465988,153.7419289737407,-209.6328020970097,-572.7950486714403,-1101.48601433086,-1629.879044745,-2157.97413642304,-2685.7712912296006,-3213.270508133339,-3740.5060759171993,-4267.444036744601,-4794.0843834367415,-5320.42712785062,-5846.4722510930615,-6248.57643726768,-6650.683092740501,-7052.792218175,-7454.90381267092,-7857.0178771316,-8259.0328542479,-8661.04926691386,-9063.0671253457,-9465.08642891068,-9867.10717804034,-9839.668178280715,-9812.229264779908,-9784.790427340942,-9757.351685878606,-9729.91303103768,-9702.290837351671,-9674.666969661746,-9647.0414467617,-9619.414259575336,-9591.78540710867
"WITCH-GLOBIOM 4.4","CD-LINKS_NPi2020_1000","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,55004.65924193264,55700.30908247652,56395.48107843103,57090.17522013477,57784.39150910573,53756.19331883863,49730.67783148704,45707.84503922539,41687.69496155129,37670.22757555833,35901.44578961692,34133.68615348381,32366.948677113527,30601.23335075768,28836.540184214344,28119.57719035497,27403.033852534543,26686.91016358809,25971.206128165133,25255.921731922383,24673.283902328283,24090.976976812395,23509.0009585929,22927.35584417521,22346.041639919167,21721.324527281417,21096.93758833928,20472.880800274987,19849.154173139737,19225.75770720243,18679.72226360162,18133.960708081137,17588.473027812506,17043.259245667276,16498.319344116455,15912.04083835248,15326.05223467253,14740.353529853815,14154.944719831525,13569.825810907882,12986.133225321732,12402.736049206987,11819.634291125689,11236.827947026726,10654.317016896815,10299.291118405616,9944.502997900514,9589.952651326526,9235.640082721866,8881.565292387897,8528.063328181715,8174.80035699051,7821.776379699751,7468.99139511659,7116.4454026159,6700.98052028808,6285.73577435054,5870.711168461429,5455.906701686819,5041.32237309015,4626.744138495289,4212.3852960238,3798.24584575467,3384.32578713611,2970.6251236991097,2550.62476678266,2130.6192549117104,1710.6085850942798,1290.5927578014496,870.5717750933397,450.9309214184102,31.28724851974947,-388.3592389474304,-808.0085484761296,-1227.6606753367594,-1531.904819585911,-1836.1495711806097,-2140.3949327314804,-2444.64090239419,-2748.8874817589403,-3052.8599648163195,-3356.830259705561,-3660.7983647298097,-3964.76428150064,-4268.72800757777
"AIM/CGE 2.1","CD-LINKS_NPi2020_400","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54910.585590513845,55511.23229656222,56110.471637108574,56708.30364443196,57304.72828332141,54187.43138324977,51075.0076365038,47967.457045283736,44864.77960594279,41766.97533591311,39656.73398376266,37550.29104365543,35447.646496563735,33348.80035940477,31253.752624492183,29253.52540952708,27257.04220870548,25264.30301956568,23275.307837350545,21290.056673723248,19767.180687274114,18247.18997880839,16730.084542200373,15215.864376806188,13704.529491100771,12081.99409400996,10462.796185766318,8846.935769818883,7234.412846459109,5625.227411764035,4548.356535220185,3473.762929067104,2401.446595542654,1331.4075344963435,263.645741289223,-47.23398268287931,-357.4604147934425,-667.0335491326041,-975.9533903722572,-1284.2199330651304,-1367.6819609859383,-1450.8409282117173,-1533.696835027236,-1616.2496831025553,-1698.499467001564,-1670.0992267008055,-1641.4555066401776,-1612.5683061747793,-1583.4376219227809,-1554.063457903252,-1523.791907520602,-1493.4795195977524,-1463.126293344572,-1432.732229273402,-1402.2973266892916,-1381.6690571932982,-1360.970879866722,-1340.2027891264174,-1319.3647898093136,-1298.4568773184892,-1303.1374346610355,-1307.5917206959014,-1311.8197333621092,-1315.821474727846,-1319.5969434814824,-1315.888828807377,-1312.1824368016407,-1308.4777665536851,-1304.7748199523603,-1301.073596065646,-1268.0112763738452,-1234.9510376390951,-1201.8928789870236,-1168.836802299974,-1135.782806651364,-1140.5920517965153,-1145.4024882968647,-1150.2141162661462,-1155.0269346168077,-1159.8409453972572,-1189.607148728004,-1219.374543488331,-1249.1431296394471,-1278.912906173954,-1308.6838751547696
"POLES EMF33","EMF33_WB2C_cost100","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54811.41438615021,55313.54494836297,55814.92322292566,56315.54919207037,56815.422888859,54340.7903031426,51868.72065859463,49399.21394690655,46932.270187137394,44467.88935498971,42011.67757593863,39558.02742274037,37106.93888891752,34658.41199379399,32212.44672454811,31305.63534225405,30399.71621676344,29494.68933520967,28590.55472321696,27687.312365247468,26784.90942357927,25883.39759302032,24982.77685065223,24083.04722181128,23184.20868435987,22331.66194553729,21479.89435057786,20628.90588004118,19778.69655058639,18929.26635805074,18080.83134222142,17233.176274941048,16386.30118283923,15540.2060420675,14694.890868221712,13928.0137875828,13161.695457172871,12395.93586843884,11630.73502660469,10866.09293334466,10102.27333538359,9339.01449356121,8576.3164058689,7814.17907140429,7052.60249049596,6576.23738444657,6100.18715015073,5624.45178989514,5149.03130065619,4673.92568545719,4199.19457307952,3724.7789797371697,3250.67890513685,2776.89434997092,2303.42531393893,2009.19320698,1715.22304585105,1421.5148293106,1128.0685575327395,834.8842315597899,541.9278329120201,249.2330553347803,-43.200102824369736,-335.37163823168004,-627.2815545510398,-795.3915214467203,-963.5039470161998,-1131.6188321670595,-1299.7361765938397,-1467.8559809995902,-1635.8788031837496,-1803.90308181029,-1971.9288167169705,-2139.95600762423,-2307.98465545327,-2510.8029328799003,-2713.6212878425104,-2916.43972231379,-3119.25823362322,-3322.07682450811,-3524.7145285245606,-3727.35058609345,-3929.98499518907,-4132.61775782918,-4335.24887231133
"REMIND 2.1","CEMICS_Linear_1p5","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54360.22350504923,54412.10635585389,54464.18010912892,54516.44476881106,54568.90031597941,52279.41749982577,49990.77257048811,47702.96550116561,45415.996311675866,43129.86498906005,41385.97415287942,39643.03794166147,37901.05636830574,36160.02941715169,34419.95710650576,32774.23816681096,31129.4941385416,29485.725037222903,27842.93085732525,26201.11160156822,24953.26939593336,23706.24572244693,22460.04059390418,21214.653997699552,19970.0859590955,18974.2545288794,17979.16206032051,16984.80854656899,15991.19398673674,14998.31838620428,13948.30189016756,12899.04796247109,11850.55660966297,10802.8278242353,9755.86160713568,8963.57636535629,8171.90514684543,7380.84795527344,6590.40478767047,5800.57564576548,5133.95246416642,4467.82724527271,3802.19999715097,3137.07071550556,2472.43940295222,1960.65114039936,1449.21788301269,938.1396318331706,427.4163840518502,-82.9518519802105,-593.9764308998514,-1104.645499817429,-1614.95906711695,-2124.917125221711,-2634.51968142669,-2909.0467370044803,-3183.4132749054893,-3457.6192622440303,-3731.664721915299,-4005.5496410878286,-4280.332043337171,-4554.95362595852,-4829.414399001599,-5103.7143497135885,-5377.85347806407,-5577.64319436079,-5777.434633357139,-5977.227785001001,-6177.0226693831,-6376.81927641138,-6577.41229721583,-6778.007388987139,-6978.604571790199,-7179.20383564571,-7379.80518049146,-7533.9804744352,-7688.156969721521,-7842.334656439611,-7996.51353463517,-8150.693594157491,-8304.192654452152,-8457.692906230202,-8611.19433932531,-8764.696973841543,-8918.20079978325
"C-ROADS-5.005","Ratchet-1.5-limCDR-noOS","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54105.51142841664,53902.56775131328,53699.700503996806,53496.90969531106,53294.19530375769,51104.17989916752,48915.01319125487,46726.69518767456,44539.22587792325,42352.60526901184,38594.54367583946,34837.13730668316,31080.386162180646,27324.290251967832,23568.849566099816,21101.648898174622,18634.74866206771,16168.148856856822,13701.849482961112,11235.850542949556,9712.195321858966,8188.899307902206,6665.962502236406,5143.384899774315,3621.166508062715,2741.640839657823,1862.3920529842128,983.4201462394724,104.72511841849,-773.693026700692,-1260.0399676653772,-1746.0912989468736,-2231.84702480175,-2717.307133746456,-3202.4716364957244,-3331.0900970219564,-3459.5638619386004,-3587.8929468197643,-3716.07733894081,-3844.117038213374,-3823.487258216271,-3802.705122669099,-3781.7706315755154,-3760.683774883243,-3739.44455295578,-3675.3148544036094,-3610.994208443363,-3546.4826000278126,-3481.780041400324,-3416.886522570915,-3318.498985657638,-3219.9199269664614,-3121.1493494513243,-3022.187252226489,-2923.033635255142,-2808.144062365198,-2693.036119364122,-2577.709813371925,-2462.1651355083213,-2346.4020916395657,-2220.0237737373586,-2093.42677526545,-1966.611097798023,-1839.576740707776,-1712.3237045919782,-1530.7047000953314,-1349.087418308725,-1167.4718592303204,-985.8580228563634,-804.2459091615085,-625.8193634323271,-447.3948996662351,-268.972516981085,-90.55221527195457,87.86600538149719,250.7854754531033,413.7037541202986,576.620842334705,739.5367381601615,902.4514425662968,1054.699668095017,1206.946702218106,1359.1925449559958,1511.4371962660648,1663.6806571626942
"POLES ADVANCE","ADVANCE_2020_1.5C-2100","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,55147.56811830883,55987.26163435789,56827.61206660252,57668.61941175387,58510.28368366181,56333.268475512166,54157.29863788331,51982.374199639606,49808.49513900307,47635.66146319506,44834.59865755982,42032.93824525347,39230.68022287914,36427.824583742695,33624.37132730416,31481.53580524536,29337.641117144,27192.68726021529,25046.674239706244,22899.602050400223,21590.10674079736,20279.35781068213,18967.355280615386,17654.09914038855,16339.5893901275,15288.6601696428,14236.77564124831,13183.93580618819,12130.14066208254,11075.39020995448,10263.79785226796,9451.51028732089,8638.52750945097,7824.8495245736995,7010.47632813148,6396.07139742829,5781.17293124283,5165.78092711324,4549.895390253671,3933.51631503608,3379.42851898202,2824.80184824111,2269.6363054703697,1713.93188493076,1157.68859038322,677.9218608219597,197.76133072468963,-282.7930014842299,-763.7411387841505,-1245.0830772336096,-1539.5421756428498,-1834.23603448503,-2129.16465585195,-2424.32803484431,-2719.72617355969,-3072.67647502628,-3425.8978369096903,-3779.3902663758295,-4133.153759356499,-4487.188315860631,-4796.2949735661705,-5105.59855963672,-5415.0990667868,-5724.796500533189,-6034.690847186671,-6551.631316509389,-7068.57349822754,-7585.5174026184,-8102.463030026499,-8619.41037977658,-8781.45106326383,-8943.49382797174,-9105.5386734576,-9267.585600021112,-9429.63461780346,-9503.6768191932,-9577.72021222372,-9651.764806387811,-9725.810582327573,-9799.85754957489,-9898.55748500995,-9997.2586116302,-10095.960919313711,-10194.66442894514,-10293.369119754252
"AIM/CGE 2.2","EN_NPi2020_300f","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,55259.9827311456,56211.2480701411,57162.32754853989,58113.2211791888,59063.92894624159,56122.18708957659,53180.747092783145,50239.60895826756,47298.77266688012,44358.23822838686,42229.25372771819,40100.62298979768,37972.34601812058,35844.42282716808,33716.85340220809,32163.67390047518,30610.7652992422,29058.12757295838,27505.76074717181,25953.66479913572,25214.4285567789,24475.257394240973,23736.15131113272,22997.11029504326,22258.134358733165,21268.131268975223,20278.32095567397,19288.703409375416,18299.27863952652,17310.046645875387,16124.712858661302,14939.68444041195,13754.961390044607,12570.543711488366,11386.431399332583,10424.453941735355,9462.83133483604,8501.563581358061,7540.650676851953,6580.092624378305,5784.999119508901,4990.213296204215,4195.735150833179,3401.564687270574,2607.701903691309,1971.203056597103,1334.9510070315664,698.9457580833594,63.1873050333336,-572.3243487063635,-947.1265851253818,-1321.7762587644402,-1696.2733767081977,-2070.6179330990963,-2444.809932042676,-2530.438849260566,-2616.007312855357,-2701.515322938446,-2786.9628803391865,-2872.349987350108,-2863.5749342420654,-2854.769693742396,-2845.934266636676,-2837.0686510328264,-2828.172848061396,-2802.869656083471,-2777.567361865717,-2752.265964400465,-2726.9654656872017,-2701.6658647365866,-2682.199048955096,-2662.7333755206123,-2643.268844432522,-2623.8054556479688,-2604.3432091890577,-2588.579476291725,-2572.8162785374834,-2557.053615870401,-2541.2914882609984,-2525.5298957724854,-2512.957894724031,-2500.386428736314,-2487.8154978496573,-2475.24510201197,-2462.6752413561644
"POLES EMF33","EMF33_WB2C_full","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54811.81866742534,55314.35393479552,55816.13731821573,56317.16883324377,56817.44848664433,54395.109516620345,51975.29008082551,49557.99015254496,47143.20974698023,44730.94885774897,42326.81360400171,39925.19655578857,37526.097722628045,35129.51709476775,32735.45467221449,31837.39276970466,30940.17140605926,30043.7906170497,29148.25038976651,28253.55071715153,27359.63877290435,26466.56623461672,25574.33309496784,24682.9393687329,23792.38504426971,22910.83076890424,22030.08207274612,21150.138940751352,20271.00138058717,19392.66939194953,18515.35899517852,17638.85500691596,16763.15740142835,15888.266194725831,15014.18138092194,14257.034309572338,13500.40904163372,12744.30557512939,11988.72391141835,11233.66405036473,10479.38974733566,9725.63925404258,8972.41257383227,8219.70970145387,7467.530639458349,6993.82217840651,6520.38654800471,6047.22374913777,5574.33378395857,5101.716651393311,4629.43198141609,4157.42079050459,3685.68307855361,3214.2188456216204,2743.02809128358,2415.630932300789,2088.5777834636697,1761.8686423692598,1435.5035120540497,1109.48239092573,783.7712612104001,458.4038166834,133.38005778809026,-191.3000177354899,-515.6364064687001,-685.0276038662404,-854.4212604965702,-1023.8173757052798,-1193.21595093062,-1362.6169853378303,-1531.9210386437396,-1701.2265480089395,-1870.5335126558696,-2039.84193464158,-2209.15181328598,-2422.85890350418,-2636.56607149617,-2850.27331822721,-3063.98064237192,-3277.68804597718,-3491.214562544209,-3704.73943285577,-3918.26265474496,-4131.784230154541,-4345.30415718487
"WITCH 5.0","EN_NPi2020_500f","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54465.67796320264,54622.55107864652,54779.150876571024,54935.47736562476,55091.53054551573,50892.54293575363,46697.68060393478,42506.9435735234,38320.33183357375,34137.84538174793,32819.01905283992,31501.503528249086,30185.29882350063,28870.404928347474,27556.821837508345,26627.03386499003,25698.26225590264,24770.507000060832,23843.768100418954,22918.04556400047,22356.935563084346,21796.41004794881,21236.46903415882,20677.11251889104,20118.340492469248,19419.8462725197,18722.070488420657,18025.013133237582,17328.6742111365,16633.053714955247,15959.575061166515,15286.797335913896,14614.720532569963,13943.344658760236,13272.669708661317,12732.068554805142,12191.99656274887,11652.453733790917,11113.440065649083,10574.95555855698,10063.246519860451,9552.038125343868,9041.330378223029,8531.123275250866,8021.416815837475,7623.695350602435,7226.428112477055,6829.615104112886,6433.256321037006,6037.351766174537,5605.887391846216,5174.92577530293,4744.466914632791,4314.51080810173,3885.05746027782,3381.7381198992207,2879.0113399969,2376.87711858465,1875.3354562851,1374.3863535025102,960.8604574920504,547.8131335685605,135.24438419582964,-276.8457899989101,-688.4573914258897,-1040.4482859948205,-1392.4443435797098,-1744.4455560753404,-2096.45193033023,-2448.4634607546604,-2772.67290169509,-3096.885175043189,-3421.10027866075,-3745.318215011792,-4069.5389818662993,-4355.104145350289,-4640.66993166055,-4926.23635767248,-5211.803400019129,-5497.37107102096,-5811.17488730584,-6124.976499356261,-6438.775901343189,-6752.5730964800005,-7066.36808462057
"REMIND 1.7","CEMICS-1.5-CDR20","World","AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100)","Mt CO2-equiv/yr",54308.53154123,54505.33840580058,54702.281231559005,54899.36001823379,55096.5747707242,55293.92548727219,53190.29595325267,51082.88823240885,48971.702332231085,46856.73825072487,44737.99598992628,42449.2423094027,40156.6527031601,37860.227175609325,35559.96573235592,33255.86835771352,31427.2186460431,29595.33511785624,27760.21776867622,25921.86661856597,24080.28164475093,22824.928902991167,21567.33601190802,20307.50297683888,19045.42977937963,17781.11643249299,16716.00569277476,15648.66851820723,14579.104912656869,13507.31488054048,12433.29841466319,11451.53746403931,10467.43039413038,9480.97720203611,8492.177893192289,7501.03245915101,6617.7102475356005,5732.32406329469,4844.87390086207,3955.3597564955794,3063.78164052606,2304.2121969400296,1542.8576967892693,779.7181392091804,14.79352216281022,-751.9161483558896,-1247.563800106671,-1744.5018184599703,-2242.73022716603,-2742.249025200379,-3243.058195310979,-3745.111716364411,-4248.45511873878,-4753.088395238199,-5259.01156032725,-5766.224612274921,-5970.020166591601,-6174.623516234911,-6380.034653937951,-6586.253582560711,-6793.28030203833,-7001.087495677968,-7209.702195560631,-7419.124401777221,-7629.354114181811,-7840.39134558979,-8076.445745264538,-8312.50186764714,-8548.559702745319,-8784.619270530948,-9020.68056105666,-9256.78009886759,-9492.88171770218,-9728.985407544298,-9965.09118844839,-10201.199050347932,-10375.233921821093,-10549.269984718529,-10723.307239016429,-10897.345674751512,-11071.38531186135,-11245.42613932071,-11419.46815821167,-11593.51136844017,-11767.55576007956,-11941.60135320731
